District,PC Name,PC Code,Category,Question,Option,Legend
KALAHANDI,KESINGA SCS,S1150807,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KALAHANDI,KESINGA SCS,S1150807,Source of Power,What is the source of power available at the center?,Generator,Generator
KALAHANDI,KESINGA SCS,S1150807,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KALAHANDI,KESINGA SCS,S1150807,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KORAPUT,DUMURIPUT LAMPCS,S1200601,Floor,Type of floor available for unloading of Paddy?,Brick/Paved Floor,Brick/Paved Floor
KORAPUT,DUMURIPUT LAMPCS,S1200601,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KORAPUT,DUMURIPUT LAMPCS,S1200601,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KORAPUT,DUMURIPUT LAMPCS,S1200601,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KORAPUT,DUMURIPUT LAMPCS,S1200601,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KORAPUT,DUMURIPUT LAMPCS,S1200601,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KORAPUT,DUMURIPUT LAMPCS,S1200601,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
BARGARH,SATLAMA,MY030409,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BARGARH,SATLAMA,MY030409,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BARGARH,SATLAMA,MY030409,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BARGARH,SATLAMA,MY030409,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BARGARH,SATLAMA,MY030409,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BARGARH,SATLAMA,MY030409,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BARGARH,SATLAMA,MY030409,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KALAHANDI,MEDINIPUR RMC YARD,MY150102,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KALAHANDI,MEDINIPUR RMC YARD,MY150102,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KALAHANDI,MEDINIPUR RMC YARD,MY150102,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
CUTTACK,CHHAGAON SCS LTD,S1070106,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
CUTTACK,CHHAGAON SCS LTD,S1070106,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,CHHAGAON SCS LTD,S1070106,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,CHHAGAON SCS LTD,S1070106,Source of Power,What is the source of power available at the center?,Not Available,Not Available
CUTTACK,CHHAGAON SCS LTD,S1070106,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,CHHAGAON SCS LTD,S1070106,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
CUTTACK,CHHAGAON-KUMARPUR,MY070105,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,CHHAGAON-KUMARPUR,MY070105,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,CHHAGAON-KUMARPUR,MY070105,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,CHHAGAON-KUMARPUR,MY070105,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,CHHAGAON-KUMARPUR,MY070105,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
CUTTACK,GOBARA SCS LTD,S1070108,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,GOBARA SCS LTD,S1070108,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,GOBARA SCS LTD,S1070108,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,GOBARA SCS LTD,S1070108,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,GOBARA SCS LTD,S1070108,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,GOBARA SCS LTD,S1070108,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KENDRAPARA,BADAMULABASANTA,S1170709,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KENDRAPARA,BADAMULABASANTA,S1170709,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,BADAMULABASANTA,S1170709,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,BADAMULABASANTA,S1170709,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,BADAMULABASANTA,S1170709,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,BADAMULABASANTA,S1170709,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KENDRAPARA,BADAMULABASANTA,S1170709,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KENDRAPARA,JAMDHAR PACS,S1170404,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KENDRAPARA,JAMDHAR PACS,S1170404,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,JAMDHAR PACS,S1170404,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,JAMDHAR PACS,S1170404,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,JAMDHAR PACS,S1170404,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,JAMDHAR PACS,S1170404,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KHORDHA,BALIANTA,S1190102,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,BALIANTA,S1190102,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,BALIANTA,S1190102,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,BALIANTA,S1190102,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,BALIANTA,S1190102,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,BALIANTA,S1190102,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,BALIANTA,S1190102,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
KHORDHA,BENUPUR,S1190103,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,BENUPUR,S1190103,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,BENUPUR,S1190103,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,BENUPUR,S1190103,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,BENUPUR,S1190103,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,BENUPUR,S1190103,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
KENDRAPARA,TARADEIPUR SCS,S1170520,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KENDRAPARA,TARADEIPUR SCS,S1170520,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,TARADEIPUR SCS,S1170520,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,TARADEIPUR SCS,S1170520,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,TARADEIPUR SCS,S1170520,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,TARADEIPUR SCS,S1170520,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KENDRAPARA,TERAGAN,S1170522,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KENDRAPARA,TERAGAN,S1170522,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,TERAGAN,S1170522,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,TERAGAN,S1170522,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,TERAGAN,S1170522,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,TERAGAN,S1170522,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KHORDHA,PRATAPRUDRAPUR,S1190104,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,PRATAPRUDRAPUR,S1190104,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,PRATAPRUDRAPUR,S1190104,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,PRATAPRUDRAPUR,S1190104,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,PRATAPRUDRAPUR,S1190104,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,PRATAPRUDRAPUR,S1190104,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,PRATAPRUDRAPUR,S1190104,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
KHORDHA,MAHUKHANDA,S1190112,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KHORDHA,MAHUKHANDA,S1190112,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,MAHUKHANDA,S1190112,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,MAHUKHANDA,S1190112,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,MAHUKHANDA,S1190112,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,MAHUKHANDA,S1190112,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,MAHUKHANDA,S1190112,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
KENDRAPARA,KORATAPANGA SCS,S1170512,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KENDRAPARA,KORATAPANGA SCS,S1170512,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,KORATAPANGA SCS,S1170512,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,KORATAPANGA SCS,S1170512,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,KORATAPANGA SCS,S1170512,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,KORATAPANGA SCS,S1170512,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
KENDRAPARA,PATALIPANK SCS,S1170513,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KENDRAPARA,PATALIPANK SCS,S1170513,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,PATALIPANK SCS,S1170513,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,PATALIPANK SCS,S1170513,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,PATALIPANK SCS,S1170513,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KENDRAPARA,PATALIPANK SCS,S1170513,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
CUTTACK,RAJNAGAR,S1070101,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,RAJNAGAR,S1070101,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,RAJNAGAR,S1070101,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,RAJNAGAR,S1070101,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,RAJNAGAR,S1070101,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,RAJNAGAR,S1070101,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,RAJNAGAR,S1070101,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
BALASORE,PATRIPAL,S1020909,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
BALASORE,PATRIPAL,S1020909,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BALASORE,PATRIPAL,S1020909,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BALASORE,PATRIPAL,S1020909,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BALASORE,PATRIPAL,S1020909,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
CUTTACK,BENTAPADA SCS LTD,S1070111,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,BENTAPADA SCS LTD,S1070111,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,BENTAPADA SCS LTD,S1070111,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,BENTAPADA SCS LTD,S1070111,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,BENTAPADA SCS LTD,S1070111,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,BENTAPADA SCS LTD,S1070111,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,BENTAPADA SCS LTD,S1070111,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
JAGATSINGHPUR,KRUSHNADASPUR SCS,S1120102,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,KRUSHNADASPUR SCS,S1120102,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,KRUSHNADASPUR SCS,S1120102,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,KRUSHNADASPUR SCS,S1120102,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,KRUSHNADASPUR SCS,S1120102,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
KHORDHA,KUDIARY,S1191401,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KHORDHA,KUDIARY,S1191401,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KHORDHA,KUDIARY,S1191401,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KHORDHA,KUDIARY,S1191401,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KHORDHA,KUDIARY,S1191401,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KHORDHA,KUDIARY,S1191401,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KHORDHA,KUDIARY,S1191401,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KENDRAPARA,KUSIAPALA SCS,S1170202,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,MULUGAON SCS,S1120111,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,MULUGAON SCS,S1120111,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,MULUGAON SCS,S1120111,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,MULUGAON SCS,S1120111,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,MULUGAON SCS,S1120111,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,MULUGAON SCS,S1120111,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,MULUGAON SCS,S1120111,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
BALASORE,GENGUTI,MY021006,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
BALASORE,GENGUTI,MY021006,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BALASORE,GENGUTI,MY021006,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BALASORE,GENGUTI,MY021006,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BALASORE,GENGUTI,MY021006,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
DHENKANAL,BIDHARAPUR SCS,S1090306,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
DHENKANAL,BIDHARAPUR SCS,S1090306,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
DHENKANAL,BIDHARAPUR SCS,S1090306,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
DHENKANAL,BIDHARAPUR SCS,S1090306,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
DHENKANAL,BIDHARAPUR SCS,S1090306,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,BIDHARAPUR SCS,S1090306,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
DHENKANAL,BIDHARAPUR SCS,S1090306,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
BALASORE,SARAGAN,S1021003,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BALASORE,SARAGAN,S1021003,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BALASORE,SARAGAN,S1021003,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BALASORE,SARAGAN,S1021003,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BALASORE,SARAGAN,S1021003,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
CUTTACK,KAKHADI SCS LTD,S1071302,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
CUTTACK,KAKHADI SCS LTD,S1071302,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
CUTTACK,KAKHADI SCS LTD,S1071302,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
CUTTACK,KAKHADI SCS LTD,S1071302,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
CUTTACK,KAKHADI SCS LTD,S1071302,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,KAKHADI SCS LTD,S1071302,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,KAKHADI SCS LTD,S1071302,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAGATSINGHPUR,SANTHABINOBA,S1120808,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,SANTHABINOBA,S1120808,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,SANTHABINOBA,S1120808,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,SANTHABINOBA,S1120808,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,SANTHABINOBA,S1120808,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
BALASORE,SEKHPATNA,S1021010,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BALASORE,SEKHPATNA,S1021010,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BALASORE,SEKHPATNA,S1021010,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BALASORE,SEKHPATNA,S1021010,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
DHENKANAL,SADANGI SCS,S1090311,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
DHENKANAL,SADANGI SCS,S1090311,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
DHENKANAL,SADANGI SCS,S1090311,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
DHENKANAL,SADANGI SCS,S1090311,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
DHENKANAL,SADANGI SCS,S1090311,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,SADANGI SCS,S1090311,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
DHENKANAL,SADANGI SCS,S1090311,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
KENDRAPARA,KAUPADA SCS,S1170203,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
KENDRAPARA,KAUPADA SCS,S1170203,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
KENDRAPARA,KAUPADA SCS,S1170203,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
KENDRAPARA,KAUPADA SCS,S1170203,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KENDRAPARA,KAUPADA SCS,S1170203,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KENDRAPARA,KAUPADA SCS,S1170203,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
KENDRAPARA,KAUPADA SCS,S1170203,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
KENDRAPARA,KAUPADA SCS,S1170203,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAGATSINGHPUR,PALLISEVA SCS,S1120804,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,PALLISEVA SCS,S1120804,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,PALLISEVA SCS,S1120804,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,PALLISEVA SCS,S1120804,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,PALLISEVA SCS,S1120804,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,PALLISEVA SCS,S1120804,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,PALLISEVA SCS,S1120804,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
DHENKANAL,MURDANGA MAHULPAL,S1090107,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
DHENKANAL,MURDANGA MAHULPAL,S1090107,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
DHENKANAL,MURDANGA MAHULPAL,S1090107,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
DHENKANAL,MURDANGA MAHULPAL,S1090107,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
DHENKANAL,MURDANGA MAHULPAL,S1090107,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
DHENKANAL,MURDANGA MAHULPAL,S1090107,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
JAGATSINGHPUR,BORIKINA SCS,S1120109,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAGATSINGHPUR,BORIKINA SCS,S1120109,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,BORIKINA SCS,S1120109,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,BORIKINA SCS,S1120109,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,BORIKINA SCS,S1120109,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAGATSINGHPUR,MUDUPUR,S1120406,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,MUDUPUR,S1120406,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,MUDUPUR,S1120406,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,MUDUPUR,S1120406,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,MUDUPUR,S1120406,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,MUDUPUR,S1120406,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAGATSINGHPUR,MUDUPUR,S1120406,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAGATSINGHPUR,KADUAPADA,S1120405,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAGATSINGHPUR,KADUAPADA,S1120405,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAGATSINGHPUR,KADUAPADA,S1120405,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAGATSINGHPUR,KADUAPADA,S1120405,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAGATSINGHPUR,KADUAPADA,S1120405,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAGATSINGHPUR,KADUAPADA,S1120405,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
