District,PC Name,PC Code,Category,Question,Option,Legend
GANJAM,GOUDAGOTHA PACS,S1112217,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,Sai Lakshymi SHG,S2040430,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,SARAMARA,S1040402,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BHADRAK,SARAMARA,S1040402,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BHADRAK,SARAMARA,S1040402,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BHADRAK,SARAMARA,S1040402,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BHADRAK,SARAMARA,S1040402,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,SARAMARA,S1040402,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
MAYURBHANJ,BETNOTI LAMPS,S1220502,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
MAYURBHANJ,BETNOTI LAMPS,S1220502,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
MAYURBHANJ,BETNOTI LAMPS,S1220502,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
MAYURBHANJ,BETNOTI LAMPS,S1220502,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
DHENKANAL,MANIPUR SCS,S1090204,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
DHENKANAL,MANIPUR SCS,S1090204,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
DHENKANAL,MANIPUR SCS,S1090204,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,MANIPUR SCS,S1090204,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
DHENKANAL,MANIPUR SCS,S1090204,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
BOUDH,Baragochha,MY060309,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BOUDH,Baragochha,MY060309,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BOUDH,Baragochha,MY060309,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BOUDH,Baragochha,MY060309,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BOUDH,Baragochha,MY060309,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BOUDH,Baragochha,MY060309,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BOUDH,Baragochha,MY060309,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
BOUDH,Baragochha,MY060309,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
ANGUL,KHALGAON,S1010105,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
ANGUL,KHALGAON,S1010105,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
ANGUL,KHALGAON,S1010105,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
ANGUL,KHALGAON,S1010105,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
ANGUL,KHALGAON,S1010105,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
ANGUL,KHALGAON,S1010105,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
ANGUL,KHALGAON,S1010105,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
DHENKANAL,SANKARPUR,S1090211,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,PURUSANDHA,S1040405,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BHADRAK,PURUSANDHA,S1040405,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BHADRAK,PURUSANDHA,S1040405,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BHADRAK,PURUSANDHA,S1040405,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BHADRAK,PURUSANDHA,S1040405,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,PURUSANDHA,S1040405,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BHADRAK,PURUSANDHA,S1040405,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
BOUDH,SAGADASCS,S1060113,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BOUDH,SAGADASCS,S1060113,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BOUDH,SAGADASCS,S1060113,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BOUDH,SAGADASCS,S1060113,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BOUDH,SAGADASCS,S1060113,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BOUDH,SAGADASCS,S1060113,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BOUDH,SAGADASCS,S1060113,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAJPUR,MADHUSUDANPUR PACS,S1130613,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAJPUR,MADHUSUDANPUR PACS,S1130613,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,MADHUSUDANPUR PACS,S1130613,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,MADHUSUDANPUR PACS,S1130613,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,MADHUSUDANPUR PACS,S1130613,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
CUTTACK,NIZIGARH SCS LTD,S1071501,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
CUTTACK,NIZIGARH SCS LTD,S1071501,Source of Power,What is the source of power available at the center?,Not Available,Not Available
CUTTACK,NIZIGARH SCS LTD,S1071501,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,NIZIGARH SCS LTD,S1071501,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
CUTTACK,NIZIGARH SCS LTD,S1071501,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
BHADRAK,Jay Hanuman SHG,S2040427,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,AUNRI PACS,S1130310,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,AUNRI PACS,S1130310,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,AUNRI PACS,S1130310,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,AUNRI PACS,S1130310,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,AUNRI PACS,S1130310,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAJPUR,RANAPUR PACS,S1130314,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,RANAPUR PACS,S1130314,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,RANAPUR PACS,S1130314,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,RANAPUR PACS,S1130314,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,RANAPUR PACS,S1130314,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,RANAPUR PACS,S1130314,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,RANAPUR PACS,S1130314,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAJPUR,RANAPUR PACS,S1130314,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
BOUDH,GUNDULIA,S1060103,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
BOUDH,GUNDULIA,S1060103,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BOUDH,GUNDULIA,S1060103,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BOUDH,GUNDULIA,S1060103,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BOUDH,GUNDULIA,S1060103,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BOUDH,GUNDULIA,S1060103,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BOUDH,GUNDULIA,S1060103,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
ANGUL,POKTUNGA,S1010112,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
ANGUL,POKTUNGA,S1010112,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
ANGUL,POKTUNGA,S1010112,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
ANGUL,POKTUNGA,S1010112,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
ANGUL,POKTUNGA,S1010112,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
ANGUL,POKTUNGA,S1010112,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
ANGUL,POKTUNGA,S1010112,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,CAP,Yes
ANGUL,POKTUNGA,S1010112,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
DHENKANAL,GOBINDPUR SCS,S1090202,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
DHENKANAL,GOBINDPUR SCS,S1090202,Source of Power,What is the source of power available at the center?,Not Available,Not Available
DHENKANAL,GOBINDPUR SCS,S1090202,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,GOBINDPUR SCS,S1090202,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
DHENKANAL,GOBINDPUR SCS,S1090202,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAJPUR,MANATIRA PACS,S1130403,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,MANATIRA PACS,S1130403,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,MANATIRA PACS,S1130403,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,MANATIRA PACS,S1130403,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,MANATIRA PACS,S1130403,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,MANATIRA PACS,S1130403,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,MANATIRA PACS,S1130403,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
GANJAM,SARANAUTI,S1112201,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,SARANAUTI,S1112201,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,SARANAUTI,S1112201,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,SARANAUTI,S1112201,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,SARANAUTI,S1112201,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,SARANAUTI,S1112201,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
GANJAM,SARANAUTI,S1112201,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
CUTTACK,SIMILIPUR SCS,S1070612,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
CUTTACK,SIMILIPUR SCS,S1070612,Source of Power,What is the source of power available at the center?,Not Available,Not Available
CUTTACK,SIMILIPUR SCS,S1070612,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
CUTTACK,SIMILIPUR SCS,S1070612,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAJPUR,KALYANPUR PACS,S1130312,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAJPUR,KALYANPUR PACS,S1130312,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,KALYANPUR PACS,S1130312,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,KALYANPUR PACS,S1130312,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,KALYANPUR PACS,S1130312,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,KALYANPUR PACS,S1130312,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,KALYANPUR PACS,S1130312,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
BOUDH,MANUPALI,S1060110,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
BOUDH,MANUPALI,S1060110,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BOUDH,MANUPALI,S1060110,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BOUDH,MANUPALI,S1060110,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BOUDH,MANUPALI,S1060110,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BOUDH,MANUPALI,S1060110,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
BHADRAK,AMBROLI,S1040205,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BHADRAK,AMBROLI,S1040205,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BHADRAK,AMBROLI,S1040205,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BHADRAK,AMBROLI,S1040205,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BHADRAK,AMBROLI,S1040205,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,AMBROLI,S1040205,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAJPUR,PALATAPUR PACS,S1130506,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,PALATAPUR PACS,S1130506,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,PALATAPUR PACS,S1130506,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,PALATAPUR PACS,S1130506,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,PALATAPUR PACS,S1130506,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,PALATAPUR PACS,S1130506,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,PALATAPUR PACS,S1130506,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
GANJAM,ASURABANDHA SCS,S1112216,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,JAKHAPURA PACS,S1130406,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAJPUR,JAKHAPURA PACS,S1130406,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,JAKHAPURA PACS,S1130406,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,JAKHAPURA PACS,S1130406,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,JAKHAPURA PACS,S1130406,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,JAKHAPURA PACS,S1130406,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
BHADRAK,BUDHI BRAHMANI SHG,S2040278,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
BHADRAK,BUDHI BRAHMANI SHG,S2040278,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BHADRAK,BUDHI BRAHMANI SHG,S2040278,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BHADRAK,BUDHI BRAHMANI SHG,S2040278,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BHADRAK,BUDHI BRAHMANI SHG,S2040278,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,BUDHI BRAHMANI SHG,S2040278,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
JAJPUR,RANIPADA PACS,S1130401,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,RANIPADA PACS,S1130401,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,RANIPADA PACS,S1130401,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,RANIPADA PACS,S1130401,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,RANIPADA PACS,S1130401,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
JAJPUR,KHARIA PACS,S1130315,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
JAJPUR,KHARIA PACS,S1130315,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,KHARIA PACS,S1130315,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,KHARIA PACS,S1130315,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,KHARIA PACS,S1130315,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
ANGUL,INKARBANDHA,S1010101,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
ANGUL,INKARBANDHA,S1010101,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
ANGUL,INKARBANDHA,S1010101,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
ANGUL,INKARBANDHA,S1010101,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
ANGUL,INKARBANDHA,S1010101,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
ANGUL,INKARBANDHA,S1010101,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
ANGUL,INKARBANDHA,S1010101,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
JAJPUR,MANGALPUR PACS,S1130507,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,MANGALPUR PACS,S1130507,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,MANGALPUR PACS,S1130507,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,MANGALPUR PACS,S1130507,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,MANGALPUR PACS,S1130507,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,MANGALPUR PACS,S1130507,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,MANGALPUR PACS,S1130507,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
BHADRAK,BERHAMPUR,S1040214,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BHADRAK,BERHAMPUR,S1040214,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BHADRAK,BERHAMPUR,S1040214,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,BERHAMPUR,S1040214,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
BHADRAK,BERHAMPUR,S1040214,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAJPUR,PRITIPUR PACS,S1130301,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,PRITIPUR PACS,S1130301,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
JAJPUR,PRITIPUR PACS,S1130301,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
JAJPUR,PRITIPUR PACS,S1130301,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,PRITIPUR PACS,S1130301,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,PRITIPUR PACS,S1130301,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,PRITIPUR PACS,S1130301,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage with Dunnage,Yes
MAYURBHANJ,CHITRADA LAMPS,S1221601,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
MAYURBHANJ,CHITRADA LAMPS,S1221601,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
MAYURBHANJ,CHITRADA LAMPS,S1221601,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
MAYURBHANJ,CHITRADA LAMPS,S1221601,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
KEONJHAR,SAILONG SCS LTD,S1180406,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KEONJHAR,SAILONG SCS LTD,S1180406,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
KEONJHAR,SAILONG SCS LTD,S1180406,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
GANJAM,MAA MANIKESWARI SHG,S2112056,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
GANJAM,MAA MANIKESWARI SHG,S2112056,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
GANJAM,MAA MANIKESWARI SHG,S2112056,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
GANJAM,MAA MANIKESWARI SHG,S2112056,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
GANJAM,MAA MANIKESWARI SHG,S2112056,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
GANJAM,MAA MANIKESWARI SHG,S2112056,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
GANJAM,MAA MANIKESWARI SHG,S2112056,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
DHENKANAL,KARANDA,S1090407,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
DHENKANAL,KARANDA,S1090407,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
DHENKANAL,KARANDA,S1090407,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
DHENKANAL,KARANDA,S1090407,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
DHENKANAL,KARANDA,S1090407,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
KEONJHAR,BALARAMPUR SERVICE COOPERATIVE SOCIETY LIMITED,S1180411,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
KEONJHAR,BALARAMPUR SERVICE COOPERATIVE SOCIETY LIMITED,S1180411,Source of Power,What is the source of power available at the center?,Generator,Generator
KEONJHAR,BALARAMPUR SERVICE COOPERATIVE SOCIETY LIMITED,S1180411,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
KEONJHAR,BALARAMPUR SERVICE COOPERATIVE SOCIETY LIMITED,S1180411,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Not Available,Yes
BHADRAK,Maa Kaleisuni SHG,S2040277,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
BHADRAK,Maa Kaleisuni SHG,S2040277,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
BHADRAK,Maa Kaleisuni SHG,S2040277,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
BHADRAK,Maa Kaleisuni SHG,S2040277,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
BHADRAK,Maa Kaleisuni SHG,S2040277,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
BHADRAK,Maa Kaleisuni SHG,S2040277,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed without Dunnage,Yes
JAJPUR,DASARATHPUR PACS,S1130512,Floor,Type of floor available for unloading of Paddy?,Kutcha Floor,Kutcha Floor
JAJPUR,DASARATHPUR PACS,S1130512,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
JAJPUR,DASARATHPUR PACS,S1130512,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
JAJPUR,DASARATHPUR PACS,S1130512,Waiting Space,Is there a waiting space for farmers at the purchase center?,Waiting Space,Yes
JAJPUR,DASARATHPUR PACS,S1130512,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Open Storage without Dunnage,Yes
MAYURBHANJ,Morada,MY221603,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
MAYURBHANJ,Morada,MY221603,Dunnage,Is dunnage available at the unloading location?,Dunnage Material,Yes
MAYURBHANJ,Morada,MY221603,Dunnage,Type of dunnage available at the unloading location?,Tarpaulin,Yes
MAYURBHANJ,Morada,MY221603,Source of Power,What is the source of power available at the center?,Electricity Connection/Grid energy,Electricity Connection/Grid energy
MAYURBHANJ,Morada,MY221603,Procurement Center Banner,Is there a Procurement Center board/banner displayed prominently?,PC Board,Yes
MAYURBHANJ,Morada,MY221603,Storage Facilities,What kind of storage facility is available at procurement center for procured grains?,Shed with Dunnage,Yes
JAJPUR,NARAHARIPUR PACS,S1130303,Floor,Type of floor available for unloading of Paddy?,Cement Floor,Cement Floor
