State,District,PC Code,Biometrics verification of farmers,Procurement Center board/Banner,Drinking water facility,Toilet facility,Help Desk,Administrative building,Drainage,Quality Check Room,,Kutcha Floor,Kutcha Floor with Tarpaulin,Brick Flooring,Cement Floor,Not performed,Manual scale without Calibaration Certificate,Manual scale with Calibaration Certificate,Digital Weighing scale without calibration certificate,Digital Weighing scale with calibration certificate,Weighbridge,Not Available,Electricity Connection/Grid energy,Generator,Not available,MSP,Procurement Center operation days and timings,Quality specifications,Duties of Procurement Center officials,Contact details of the officials,Contact details for grievance redressal,List of token generated farmers
Odisha,GANJAM,S1110417,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,GANJAM,S1110418,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110419,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GANJAM,S1110421,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110422,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
Odisha,GANJAM,S1110503,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1110504,1,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1110505,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110510,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1110511,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110512,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,GANJAM,S1110513,1,1,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110514,1,0,1,1,0,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1110516,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110601,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1110604,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110607,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1110609,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110610,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110612,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,GANJAM,S1110614,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1110615,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
Odisha,GANJAM,S1110808,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1110813,1,1,1,0,0,1,0,0,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110819,1,1,1,1,0,1,0,0,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1110824,1,1,1,1,1,1,0,0,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1110825,1,1,1,1,0,1,0,0,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1110902,1,1,1,1,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GANJAM,S1110909,1,1,1,1,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110917,1,1,1,1,0,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1110918,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110919,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110921,1,1,0,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110925,1,1,0,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111003,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111004,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GANJAM,S1111005,1,1,0,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,GANJAM,S1111010,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111012,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111017,1,1,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111102,1,1,0,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111105,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111108,1,0,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1111112,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1111117,1,0,1,0,0,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1111118,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GANJAM,S1111119,1,1,0,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111120,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111202,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1111205,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1111207,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GANJAM,S1111218,1,1,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1111219,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GANJAM,S1111223,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
Odisha,GANJAM,S1111224,1,1,0,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GANJAM,S1111226,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,0
Odisha,GANJAM,S1111227,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1111302,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111304,1,0,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1111305,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
Odisha,GANJAM,S1111308,1,0,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1111314,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111510,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1111511,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1111520,1,1,0,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111701,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
Odisha,GANJAM,S1111703,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,GANJAM,S1111705,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111706,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111707,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111708,1,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1111709,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
Odisha,GANJAM,S1111710,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1111711,1,0,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1111714,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111715,1,0,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1111802,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111807,1,1,1,0,0,1,0,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1111809,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1111810,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
Odisha,GANJAM,S1111813,1,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1112018,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1112024,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1112026,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1112028,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1112104,1,0,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1112111,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1112115,1,1,0,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1112119,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1112120,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1112122,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
Odisha,GANJAM,S1112201,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1112401,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1112701,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1113301,1,1,0,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1113801,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1
Odisha,JAGATSINGHPUR,S1120102,1,1,1,0,0,0,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120104,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120105,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120108,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120109,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
Odisha,JAGATSINGHPUR,S1120110,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120111,1,1,1,1,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120112,1,1,0,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
Odisha,JAGATSINGHPUR,S1120114,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120115,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120118,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JAGATSINGHPUR,S1120121,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1
Odisha,JAGATSINGHPUR,S1120201,1,0,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JAGATSINGHPUR,S1120202,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120203,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120205,1,1,0,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120206,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120302,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAGATSINGHPUR,S1120304,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAGATSINGHPUR,S1120306,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
Odisha,JAGATSINGHPUR,S1120307,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
Odisha,JAGATSINGHPUR,S1120403,1,0,1,0,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JAGATSINGHPUR,S1120405,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120406,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120413,1,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JAGATSINGHPUR,S1120415,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0
Odisha,JAGATSINGHPUR,S1120505,1,0,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JAGATSINGHPUR,S1120508,1,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
Odisha,JAGATSINGHPUR,S1120510,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
Odisha,JAGATSINGHPUR,S1120511,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1
Odisha,JAGATSINGHPUR,S1120512,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAGATSINGHPUR,S1120601,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120603,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0
Odisha,JAGATSINGHPUR,S1120605,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120606,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0
Odisha,JAGATSINGHPUR,S1120701,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
Odisha,JAGATSINGHPUR,S1120702,1,1,1,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120703,1,1,1,0,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
Odisha,JAGATSINGHPUR,S1120704,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120705,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120706,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120802,1,0,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JAGATSINGHPUR,S1120804,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120805,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120807,1,1,1,1,0,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
Odisha,JAGATSINGHPUR,S1120808,1,1,1,0,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120810,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120812,1,1,1,0,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
Odisha,JAGATSINGHPUR,S1120813,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,1
Odisha,JAGATSINGHPUR,S1120814,1,1,1,0,0,0,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1
Odisha,JAGATSINGHPUR,S1120815,1,0,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JAJPUR,S1130101,1,1,1,1,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JAJPUR,S1130102,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JAJPUR,S1130104,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130105,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130106,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130108,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,JAJPUR,S1130109,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JAJPUR,S1130112,1,1,1,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130114,1,1,1,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JAJPUR,S1130201,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130202,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JAJPUR,S1130204,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130205,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130206,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130207,1,1,1,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130208,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130210,1,1,1,0,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130211,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130213,1,0,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,JAJPUR,S1130301,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130302,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130303,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1
Odisha,JAJPUR,S1130304,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,JAJPUR,S1130305,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,JAJPUR,S1130309,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130310,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130311,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130313,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,JAJPUR,S1130314,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,JAJPUR,S1130315,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,JAJPUR,S1130401,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
