State,District,PC Code,Biometrics verification of farmers,Procurement Center board/Banner,Drinking water facility,Toilet facility,Help Desk,Administrative building,Drainage,Quality Check Room,,Kutcha Floor,Kutcha Floor with Tarpaulin,Brick Flooring,Cement Floor,Not performed,Manual scale without Calibaration Certificate,Manual scale with Calibaration Certificate,Digital Weighing scale without calibration certificate,Digital Weighing scale with calibration certificate,Weighbridge,Not Available,Electricity Connection/Grid energy,Generator,Not available,MSP,Procurement Center operation days and timings,Quality specifications,Duties of Procurement Center officials,Contact details of the officials,Contact details for grievance redressal,List of token generated farmers
Odisha,BALASORE,S1021015,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BALASORE,S1021016,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
Odisha,BHADRAK,S1040101,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0
Odisha,BHADRAK,S1040106,1,1,1,0,0,0,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040107,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
Odisha,BHADRAK,S1040108,1,0,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,BHADRAK,S1040110,1,1,0,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040112,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
Odisha,BHADRAK,S1040113,1,0,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,BHADRAK,S1040114,1,0,0,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,BHADRAK,S1040116,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,BHADRAK,S1040118,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040205,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040207,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
Odisha,BHADRAK,S1040213,1,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040214,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040307,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040401,1,1,0,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040402,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040405,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
Odisha,BHADRAK,S1040407,1,1,1,0,0,1,0,0,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
Odisha,BHADRAK,S1040410,1,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
Odisha,BHADRAK,S1040411,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,BHADRAK,S1040501,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,BHADRAK,S1040508,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040517,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040518,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040520,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,BHADRAK,S1040602,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,BHADRAK,S1040603,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040605,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040608,1,1,0,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040703,1,1,1,1,0,1,1,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040704,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040705,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040706,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040707,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040708,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040709,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,BHADRAK,S1040710,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040712,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BHADRAK,S1040716,1,0,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,BOUDH,S1060103,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060106,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060107,1,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,BOUDH,S1060110,1,0,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,BOUDH,S1060111,1,1,1,1,1,1,1,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060113,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060201,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060202,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060204,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,BOUDH,S1060205,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,BOUDH,S1060206,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060208,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060209,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060211,1,0,0,0,1,1,0,0,,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,BOUDH,S1060213,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060306,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060312,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,BOUDH,S1060314,1,0,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,BOUDH,S1060315,1,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,CUTTACK,S1070101,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1070104,1,0,0,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Odisha,CUTTACK,S1070106,1,1,0,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0
Odisha,CUTTACK,S1070108,1,1,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1070111,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1070118,1,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,CUTTACK,S1070120,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1070210,1,1,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,CUTTACK,S1070215,1,1,1,0,0,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1070217,1,1,1,0,0,1,0,1,,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
Odisha,CUTTACK,S1070222,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1070223,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1070224,1,1,0,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1070403,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
Odisha,CUTTACK,S1070407,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,CUTTACK,S1070501,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0
Odisha,CUTTACK,S1070502,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
Odisha,CUTTACK,S1070503,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
Odisha,CUTTACK,S1070505,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,CUTTACK,S1070509,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1070510,1,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1070607,1,1,0,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1070612,1,1,0,0,0,1,0,0,,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
Odisha,CUTTACK,S1070703,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
Odisha,CUTTACK,S1070707,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,CUTTACK,S1070806,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1070807,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1070810,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1070812,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1071005,1,1,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071006,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071101,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071102,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071104,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,CUTTACK,S1071105,1,1,1,1,0,1,0,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,CUTTACK,S1071106,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071108,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071110,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071111,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,CUTTACK,S1071113,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,0
Odisha,CUTTACK,S1071114,1,1,1,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1071202,1,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071204,1,1,1,1,1,1,0,1,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071206,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071207,1,1,0,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1071302,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0
Odisha,CUTTACK,S1071303,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071305,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
Odisha,CUTTACK,S1071307,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,1,0
Odisha,CUTTACK,S1071308,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071309,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071312,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0
Odisha,CUTTACK,S1071407,1,0,0,0,0,1,0,0,,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Odisha,CUTTACK,S1071408,1,0,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,CUTTACK,S1071501,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0
Odisha,CUTTACK,S1071701,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090103,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090107,1,0,0,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,DHENKANAL,S1090201,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,DHENKANAL,S1090202,1,1,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0
Odisha,DHENKANAL,S1090203,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
Odisha,DHENKANAL,S1090204,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
Odisha,DHENKANAL,S1090208,1,1,0,0,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
Odisha,DHENKANAL,S1090210,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0
Odisha,DHENKANAL,S1090302,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,DHENKANAL,S1090303,1,1,0,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090306,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1,0,0
Odisha,DHENKANAL,S1090308,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090309,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,DHENKANAL,S1090311,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,DHENKANAL,S1090312,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090313,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0
Odisha,DHENKANAL,S1090315,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090406,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090407,1,1,0,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090501,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090503,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,DHENKANAL,S1090504,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090507,1,1,1,1,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,DHENKANAL,S1090508,1,1,1,1,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090603,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090702,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,DHENKANAL,S1090705,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,DHENKANAL,S1090706,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,DHENKANAL,S1090801,1,0,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,DHENKANAL,S1090802,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0
Odisha,GAJAPATI,S1100102,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GAJAPATI,S1100103,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GAJAPATI,S1100104,1,0,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GAJAPATI,S1100106,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GAJAPATI,S1100113,1,1,1,0,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Odisha,GAJAPATI,S1100117,1,1,1,1,1,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GAJAPATI,S1100119,1,1,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GAJAPATI,S1100120,1,0,1,1,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GAJAPATI,S1100123,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
Odisha,GAJAPATI,S1100133,1,0,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GAJAPATI,S1100134,1,0,1,0,1,1,0,1,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GAJAPATI,S1100201,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GAJAPATI,S1100308,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110104,1,1,1,0,1,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110115,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0
Odisha,GANJAM,S1110122,1,1,1,0,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110127,1,1,1,1,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110129,1,1,1,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1110203,1,1,1,1,0,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110214,1,1,0,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110215,1,0,1,0,0,1,0,0,,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1110304,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110311,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0
Odisha,GANJAM,S1110312,1,1,1,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110317,1,1,1,1,0,1,0,1,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110320,1,1,1,1,1,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,1,0
Odisha,GANJAM,S1110405,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
Odisha,GANJAM,S1110411,1,1,1,1,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110412,1,1,1,1,1,1,0,0,,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0
Odisha,GANJAM,S1110413,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
Odisha,GANJAM,S1110414,1,0,1,1,1,1,0,0,,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1110415,1,0,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Odisha,GANJAM,S1110416,1,1,0,0,1,1,0,0,,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0
